"smi_time","smi_type","smi_sxl","smi_sxr","smi_syl","smi_syr","smi_dxl","smi_dxr","smi_dyl","smi_dyr","smi_exl","smi_exr","smi_eyl","smi_eyr","smi_ezl","smi_ezr"
1068469660,"b",512,512,923,923,476,474,476,474,42.693,-23.993,41.266,38.941,713.776,708.443
1068469662,"b",514,514,925,925,475,473,475,473,42.704,-23.965,41.277,38.912,713.955,708.439
1068469664,"b",515,515,927,927,472,475,472,475,42.715,-23.968,41.287,38.938,714.134,708.447
1068469666,"b",517,517,929,929,472,476,472,476,42.725,-23.968,41.297,38.939,714.31,708.453
1068469668,"b",519,519,929,929,473,474,473,474,42.736,-23.968,41.308,38.939,714.483,708.457
1068469670,"b",520,520,930,930,467,477,467,477,42.747,-23.968,41.318,38.94,714.658,708.461
1068469672,"b",519,519,930,930,466,475,466,475,42.757,-23.968,41.328,38.94,714.83,708.464
1068469674,"b",520,520,930,930,469,473,469,473,42.781,-23.969,41.361,38.94,714.891,708.467
1068469676,"b",522,522,929,929,468,471,468,471,42.785,-23.969,41.365,38.94,714.948,708.471
1068469678,"b",522,522,929,929,463,476,463,476,42.808,-23.969,41.38,38.94,714.864,708.473
1068469680,"b",522,522,928,928,467,474,467,474,42.804,-23.969,41.376,38.94,714.777,708.474
1068469682,"b",523,523,928,928,466,474,466,474,42.812,-23.969,41.365,38.94,714.603,708.474
1068469684,"b",524,524,926,926,472,476,472,476,42.802,-23.969,41.355,38.94,714.432,708.472
1068469686,"b",525,525,926,926,470,476,470,476,42.792,-23.969,41.346,38.94,714.266,708.47
1068469688,"b",528,528,925,925,467,476,467,476,42.784,-23.968,41.337,38.94,714.099,708.464
1068469690,"b",528,528,924,924,467,472,467,472,42.774,-23.939,41.328,38.959,713.944,708.332
1068469692,"b",527,527,922,922,468,475,468,475,42.792,-23.934,41.354,38.951,713.891,708.199
1068469694,"b",528,528,921,921,465,471,465,471,42.813,-23.93,41.323,38.944,713.686,708.069
1068469696,"b",529,529,920,920,469,471,469,471,42.802,-23.924,41.311,38.938,713.48,707.942
1068469698,"b",529,529,919,919,465,472,465,472,42.791,-23.92,41.3,38.931,713.283,707.813
1068469700,"b",527,527,918,918,467,478,467,478,42.819,-23.916,41.289,38.923,713.091,707.688
1068469702,"b",527,527,917,917,465,471,465,471,42.852,-23.911,41.306,38.917,713.059,707.566
1068469704,"b",524,524,915,915,463,473,463,473,42.85,-23.872,41.304,38.939,713.026,707.661
1068469706,"b",519,519,916,916,462,471,462,471,42.863,-23.875,41.264,38.944,712.881,707.757
1068469708,"b",518,518,914,914,464,469,464,469,42.839,-23.88,41.291,38.949,712.838,707.85
1068469710,"b",513,513,913,913,462,473,462,473,42.852,-23.881,41.253,38.955,712.688,707.944
1068469712,"b",510,510,913,913,462,465,462,465,42.88,-23.884,41.233,38.96,712.687,708.037
1068469714,"b",508,508,913,913,468,468,468,468,42.881,-23.887,41.232,38.965,712.687,708.129
1068469716,"b",505,505,914,914,458,465,458,465,42.884,-23.89,41.213,38.97,712.691,708.217
1068469718,"b",504,504,917,917,457,462,457,462,42.884,-23.856,41.212,38.939,712.695,708.139
1068469720,"b",503,503,917,917,459,462,459,462,42.877,-23.89,41.193,38.971,712.665,708.23
1068469722,"b",503,503,918,918,456,465,456,465,42.876,-23.894,41.191,38.975,712.641,708.32
1068469724,"b",501,501,921,921,459,459,459,459,42.874,-23.859,41.171,38.945,712.615,708.24
1068469726,"b",501,501,921,921,460,463,460,463,42.873,-23.855,41.169,38.94,712.589,708.16
1068469728,"b",502,502,922,922,457,460,457,460,42.872,-23.852,41.167,38.935,712.567,708.077
1068469730,"b",502,502,924,924,458,460,458,460,42.922,-23.85,41.167,38.929,712.754,707.984
1068469732,"b",502,502,926,926,461,461,461,461,42.933,-23.846,41.177,38.898,712.94,707.894
1068469734,"b",503,503,928,928,456,461,456,461,42.945,-23.843,41.188,38.893,713.125,707.803
1068469736,"b",504,504,930,930,458,455,458,455,42.955,-23.838,41.198,38.888,713.304,707.711
1068469738,"b",506,506,932,932,460,456,460,456,42.966,-23.836,41.208,38.883,713.485,707.618
1068469740,"b",507,507,931,931,461,458,461,458,42.977,-23.83,41.218,38.878,713.661,707.526
1068469742,"b",508,508,931,931,458,460,458,460,42.988,-23.828,41.228,38.873,713.836,707.435
1068469744,"b",508,508,930,930,461,461,461,461,42.998,-23.824,41.238,38.868,714.01,707.346
1068469746,"b",509,509,930,930,462,458,462,458,43.009,-23.82,41.248,38.863,714.183,707.256
1068469748,"b",511,511,929,929,464,459,464,459,43.019,-23.816,41.258,38.859,714.351,707.169
1068469750,"b",512,512,930,930,459,457,459,457,43.029,-23.812,41.268,38.853,714.519,707.081
1068469752,"b",514,514,930,930,458,457,458,457,43.04,-23.81,41.277,38.849,714.685,707.002
1068469754,"b",516,516,930,930,460,457,460,457,43.05,-23.807,41.287,38.845,714.85,706.921
1068469756,"b",519,519,929,929,460,457,460,457,43.06,-23.804,41.297,38.841,715.013,706.841
1068469758,"b",518,518,929,929,457,463,457,463,43.07,-23.753,41.306,38.809,715.173,706.569
1068469760,"b",518,518,930,930,458,460,458,460,43.08,-23.743,41.315,38.794,715.331,706.302
1068469762,"b",519,519,930,930,456,463,456,463,43.09,-23.734,41.324,38.779,715.489,706.039
1068469764,"b",522,522,929,929,459,463,459,463,43.099,-23.749,41.333,38.852,715.645,706.115
1068469766,"b",522,522,932,932,456,455,456,455,43.109,-23.705,41.343,38.788,715.799,705.979
1068469768,"b",523,523,929,929,459,457,459,457,43.118,-23.747,41.372,38.849,715.955,706.053
1068469770,"b",523,523,929,929,458,460,458,460,43.127,-23.702,41.381,38.826,716.11,705.924
1068469772,"b",526,526,929,929,463,461,463,461,43.137,-23.698,41.371,38.819,716.253,705.798
1068469774,"b",524,524,926,926,458,464,458,464,43.159,-23.694,41.422,38.812,716.294,705.673
1068469776,"b",524,524,924,924,457,460,457,460,43.181,-23.69,41.436,38.805,716.194,705.549
1068469778,"b",524,524,922,922,459,462,459,462,43.156,-23.686,41.439,38.798,716.236,705.429
1068469780,"b",525,525,919,919,462,462,462,462,43.177,-23.682,41.431,38.792,716.137,705.31
1068469782,"b",524,524,919,919,458,461,458,461,43.159,-23.657,41.403,38.739,716.126,705.319
1068469784,"b",524,524,921,921,454,462,454,462,43.154,-23.656,41.293,38.74,716.148,705.335
1068469786,"b",524,524,919,919,455,460,455,460,43.155,-23.655,41.292,38.742,716.174,705.364
1068469788,"b",525,525,913,913,455,452,455,452,43.155,-23.654,41.292,38.745,716.206,705.407
1068469790,"b",523,523,899,899,455,460,455,460,43.205,-23.624,41.242,38.745,716.227,705.656
1068469792,"b",522,522,869,869,459,457,459,457,43.18,-23.587,41.213,38.704,716.146,705.691
1068469794,"b",520,520,851,851,457,460,457,460,43.171,-23.597,41.159,38.653,716.053,705.639
1068469796,"b",519,519,822,822,453,461,453,461,43.146,-23.553,41.139,38.59,716.097,705.555
1068469798,"b",516,516,800,800,452,457,452,457,43.135,-23.518,41.116,38.569,716.245,705.662
1068469800,"b",516,516,790,790,457,459,457,459,43.142,-23.551,41.037,38.554,716.385,705.898
1068469802,"b",517,517,782,782,456,460,456,460,43.114,-23.593,41.016,38.51,716.376,705.907
1068469804,"b",515,515,767,767,452,459,452,459,43.09,-23.558,40.982,38.48,716.279,705.768
1068469806,"b",513,513,756,756,457,458,457,458,43.082,-23.553,40.926,38.45,716.197,705.627
1068469808,"b",511,511,737,737,456,458,456,458,43.077,-23.549,40.918,38.422,716.118,705.492
1068469810,"b",508,508,725,725,454,454,454,454,43.096,-23.513,40.893,38.388,716.134,705.232
1068469812,"b",509,509,715,715,454,457,454,457,43.098,-23.505,40.893,38.375,716.146,704.975
1068469814,"b",509,509,711,711,456,457,456,457,43.113,-23.53,40.868,38.342,716.043,704.853
1068469816,"b",508,508,716,716,457,457,457,457,43.145,-23.511,40.85,38.323,716.083,704.819
1068469818,"b",507,507,712,712,456,462,456,462,43.151,-23.51,40.854,38.32,716.133,704.787
1068469820,"b",508,508,714,714,460,458,460,458,43.159,-23.509,40.858,38.32,716.189,704.753
1068469822,"b",508,508,712,712,457,459,457,459,43.181,-23.508,40.871,38.317,716.099,704.725
1068469824,"b",506,506,710,710,455,460,455,460,43.19,-23.508,40.861,38.316,715.925,704.696
1068469826,"b",504,504,708,708,452,458,452,458,43.214,-23.506,40.877,38.314,715.875,704.67
1068469828,"b",505,505,704,704,455,457,455,457,43.212,-23.506,40.874,38.314,715.824,704.643
1068469830,"b",505,505,702,702,452,457,452,457,43.21,-23.506,40.871,38.313,715.781,704.611
1068469832,"b",505,505,703,703,451,458,451,458,43.207,-23.487,40.841,38.259,715.734,704.688
1068469834,"b",506,506,703,703,450,458,450,458,43.205,-23.49,40.838,38.263,715.688,704.764
1068469836,"b",504,504,704,704,452,460,452,460,43.226,-23.493,40.806,38.267,715.486,704.839
1068469838,"b",502,502,704,704,451,456,451,456,43.264,-23.495,40.789,38.27,715.475,704.913
1068469840,"b",502,502,703,703,454,459,454,459,43.276,-23.497,40.784,38.274,715.371,704.985
1068469842,"b",500,500,703,703,451,459,451,459,43.27,-23.5,40.778,38.277,715.264,705.057
1068469844,"b",499,499,702,702,453,457,453,457,43.264,-23.502,40.771,38.281,715.153,705.127
1068469846,"b",498,498,701,701,455,460,455,460,43.257,-23.504,40.764,38.284,715.04,705.2
1068469848,"b",499,499,700,700,455,458,455,458,43.266,-23.507,40.722,38.288,714.824,705.269
1068469850,"b",500,500,701,701,454,462,454,462,43.253,-23.509,40.709,38.292,714.608,705.339
1068469852,"b",500,500,702,702,451,460,451,460,43.24,-23.511,40.697,38.295,714.394,705.406
1068469854,"b",499,499,702,702,452,460,452,460,43.227,-23.514,40.666,38.299,714.179,705.473
1068469856,"b",500,500,702,702,453,456,453,456,43.214,-23.516,40.654,38.303,713.965,705.542
1068469858,"b",501,501,702,702,449,455,449,455,43.201,-23.519,40.66,38.306,713.753,705.61
1068469860,"b",503,503,701,701,454,460,454,460,43.188,-23.521,40.648,38.31,713.541,705.675
1068469862,"b",503,503,701,701,453,460,453,460,43.175,-23.523,40.636,38.314,713.332,705.739
1068469864,"b",506,506,700,700,455,458,455,458,43.163,-23.525,40.624,38.317,713.123,705.802
1068469866,"b",506,506,699,699,451,460,451,460,43.207,-23.527,40.643,38.32,713.131,705.866
1068469868,"b",506,506,699,699,449,460,449,460,43.208,-23.529,40.644,38.324,713.139,705.93
1068469870,"b",506,506,699,699,450,459,450,459,43.245,-23.532,40.634,38.327,713.297,705.992
1068469872,"b",506,506,701,701,450,458,450,458,43.256,-23.533,40.643,38.33,713.46,706.05
1068469874,"b",506,506,702,702,447,458,447,458,43.267,-23.536,40.653,38.334,713.628,706.108
1068469876,"b",507,507,703,703,445,455,445,455,43.277,-23.538,40.663,38.337,713.791,706.165
1068469878,"b",505,505,702,702,450,456,450,456,43.288,-23.505,40.672,38.36,713.954,706.074
1068469880,"b",506,506,701,701,447,456,447,456,43.3,-23.502,40.705,38.355,714.125,705.981
1068469882,"b",504,504,703,703,446,452,446,452,43.311,-23.467,40.715,38.36,714.298,706.085
1068469884,"b",503,503,701,701,447,458,447,458,43.335,-23.47,40.725,38.366,714.362,706.184
1068469886,"b",502,502,702,702,450,453,450,453,43.341,-23.505,40.753,38.362,714.43,706.086
1068469888,"b",503,503,703,703,448,453,448,453,43.344,-23.502,40.733,38.356,714.493,705.989
1068469890,"b",502,502,705,705,448,452,448,452,43.349,-23.466,40.737,38.361,714.551,706.087
1068469892,"b",501,501,704,704,451,454,451,454,43.352,-23.469,40.74,38.367,714.613,706.188
1068469894,"b",500,500,703,703,453,454,453,454,43.358,-23.472,40.745,38.373,714.679,706.286
1068469896,"b",500,500,702,702,448,456,448,456,43.363,-23.475,40.749,38.377,714.743,706.381
1068469898,"b",498,498,701,701,448,459,448,459,43.366,-23.478,40.775,38.383,714.802,706.474
1068469900,"b",499,499,701,701,450,453,450,453,43.371,-23.482,40.756,38.387,714.863,706.573
1068469902,"b",498,498,701,701,450,455,450,455,43.395,-23.484,40.771,38.393,714.784,706.669
1068469904,"b",498,498,699,699,456,454,456,454,43.389,-23.488,40.79,38.399,714.704,706.757
1068469906,"b",497,497,701,701,453,452,453,452,43.385,-23.491,40.762,38.403,714.625,706.85
1068469908,"b",496,496,700,700,451,454,451,454,43.379,-23.494,40.758,38.408,714.543,706.943
1068469910,"b",495,495,699,699,452,455,452,455,43.376,-23.498,40.754,38.412,714.466,707.034
1068469912,"b",495,495,699,699,449,454,449,454,43.371,-23.5,40.749,38.417,714.389,707.126
1068469914,"b",496,496,698,698,455,456,455,456,43.366,-23.504,40.744,38.422,714.311,707.216
1068469916,"b",497,497,697,697,449,458,449,458,43.361,-23.506,40.74,38.427,714.236,707.31
1068469918,"b",498,498,697,697,454,455,454,455,43.356,-23.511,40.736,38.431,714.159,707.4
1068469920,"b",497,497,696,696,450,455,450,455,43.352,-23.513,40.732,38.437,714.086,707.492
1068469922,"b",497,497,696,696,453,458,453,458,43.347,-23.516,40.727,38.442,714.012,707.582
1068469924,"b",499,499,697,697,453,456,453,456,43.324,-23.555,40.712,38.427,714.08,707.83
1068469926,"b",500,500,696,696,453,458,453,458,43.326,-23.563,40.714,38.44,714.15,708.079
1068469928,"b",503,503,695,695,456,459,456,459,43.314,-23.603,40.693,38.443,714.321,708.115
1068469930,"b",505,505,696,696,449,458,449,458,43.321,-23.615,40.659,38.391,714.478,708.072
1068469932,"b",506,506,697,697,452,456,452,456,43.291,-23.626,40.616,38.315,714.481,707.924
1068469934,"b",506,506,692,692,454,449,454,449,43.265,-23.657,40.581,38.306,714.395,707.903
1068469936,"b",502,502,676,676,454,455,454,455,43.193,-23.625,40.533,38.245,714.453,707.75
1068469938,"b",486,486,633,633,456,453,456,453,43.178,-23.606,40.502,38.189,714.435,707.69
1068469940,"b",457,457,612,612,458,455,458,455,43.13,-23.588,40.401,38.132,714.381,707.732
1068469942,"b",463,463,563,563,461,452,461,452,43.043,-23.589,40.375,38.133,714.552,707.765
1068469944,"b",458,458,568,568,456,457,456,457,43.028,-23.616,40.3,38.01,714.412,707.619
1068469946,"b",453,453,542,542,457,455,457,455,43.018,-23.613,40.291,38.004,714.274,707.458
1068469948,"b",446,446,536,536,457,455,457,455,42.931,-23.575,40.222,37.945,714.077,707.169
1068469950,"b",447,447,522,522,458,452,458,452,42.898,-23.6,40.189,37.917,714.022,707.021
1068469952,"b",437,437,508,508,459,454,459,454,42.893,-23.581,40.114,37.861,713.961,706.964
1068469954,"b",422,422,478,478,459,461,459,461,42.89,-23.564,40.111,37.806,713.902,706.999
1068469956,"b",404,404,439,439,460,460,460,460,42.886,-23.534,40.083,37.817,713.845,707.24
1068469958,"b",399,399,421,421,456,459,456,459,42.903,-23.542,40.03,37.828,713.641,707.479
1068469960,"b",405,405,409,409,458,456,458,456,42.871,-23.511,40.01,37.776,713.576,707.542
1068469962,"b",407,407,408,408,459,454,459,454,42.888,-23.464,39.964,37.695,713.592,707.402
1068469964,"b",420,420,402,402,461,462,461,462,42.889,-23.457,39.964,37.69,713.611,707.272
1068469966,"b",417,417,397,397,464,456,464,456,42.91,-23.454,39.977,37.683,713.475,707.145
1068469968,"b",426,426,386,386,462,463,462,463,42.881,-23.452,40.033,37.731,713.254,707.01
1068469970,"b",432,432,388,388,460,465,460,465,42.869,-23.472,40.02,37.756,713.022,706.975
1068469972,"b",431,431,391,391,458,464,458,464,42.876,-23.471,40.018,37.754,712.665,706.941
1068469974,"b",434,434,392,392,462,464,462,464,42.856,-23.47,39.998,37.752,712.308,706.905
1068469976,"b",432,432,396,396,461,461,461,461,42.891,-23.527,39.974,37.765,712.153,707.127
1068469978,"b",437,437,396,396,459,453,459,453,42.883,-23.567,39.966,37.765,712.001,707.144
1068469980,"b",432,432,400,400,461,459,461,459,42.906,-23.58,39.93,37.713,711.668,707.091
1068469982,"b",435,435,401,401,461,461,461,461,42.855,-23.593,39.939,37.68,711.528,706.956
1068469984,"b",434,434,403,403,462,454,462,454,42.877,-23.59,39.903,37.673,711.197,706.82
1068469986,"b",435,435,404,404,462,458,462,458,42.826,-23.587,39.912,37.665,711.057,706.685
1068469988,"b",435,435,402,402,467,461,467,461,42.76,-23.585,39.908,37.657,710.714,706.555
1068469990,"b",439,439,404,404,457,456,457,456,42.74,-23.639,39.889,37.669,710.383,706.666
1068469992,"b",440,440,404,404,460,462,460,462,42.72,-23.644,39.87,37.675,710.051,706.771
1068469994,"b",446,446,404,404,466,465,466,465,42.7,-23.687,39.852,37.679,709.726,706.889
1068469996,"b",444,444,404,404,462,464,462,464,42.681,-23.691,39.834,37.685,709.406,707.007
1068469998,"b",442,442,403,403,461,466,461,466,42.661,-23.695,39.817,37.691,709.09,707.127
1068470000,"b",439,439,400,400,462,463,462,463,42.643,-23.699,39.799,37.697,708.778,707.245
1068470002,"b",440,440,399,399,462,472,462,472,42.624,-23.703,39.781,37.703,708.468,707.363
1068470004,"b",444,444,399,399,461,463,461,463,42.605,-23.706,39.764,37.709,708.16,707.478
1068470006,"b",440,440,397,397,466,467,466,467,42.587,-23.71,39.747,37.715,707.855,707.592
1068470008,"b",439,439,397,397,466,470,466,470,42.568,-23.713,39.73,37.721,707.553,707.704
1068470010,"b",439,439,397,397,465,467,465,467,42.551,-23.756,39.714,37.707,707.257,707.583
1068470012,"b",435,435,397,397,464,467,464,467,42.533,-23.713,39.697,37.721,706.96,707.7
1068470014,"b",436,436,398,398,469,468,469,468,42.515,-23.757,39.68,37.704,706.665,707.577
1068470016,"b",433,433,398,398,467,464,467,464,42.498,-23.753,39.664,37.696,706.376,707.453
1068470018,"b",432,432,398,398,468,467,468,467,42.48,-23.773,39.647,37.72,706.088,707.422
1068470020,"b",431,431,397,397,467,471,467,471,42.462,-23.772,39.631,37.719,705.8,707.392
1068470022,"b",430,430,397,397,468,467,468,467,42.445,-23.773,39.615,37.716,705.516,707.352
1068470024,"b",433,433,395,395,469,467,469,467,42.428,-23.816,39.6,37.712,705.235,707.061
1068470026,"b",433,433,394,394,472,469,472,469,42.411,-23.807,39.584,37.697,704.957,706.771
1068470028,"b",433,433,392,392,463,460,463,460,42.395,-23.797,39.568,37.682,704.682,706.486
1068470030,"b",436,436,391,391,469,464,469,464,42.379,-23.788,39.553,37.667,704.41,706.199
1068470032,"b",434,434,389,389,465,467,465,467,42.363,-23.778,39.538,37.653,704.141,705.915
1068470034,"b",437,437,387,387,473,463,473,463,42.347,-23.769,39.523,37.638,703.874,705.632
1068470036,"b",436,436,386,386,466,468,466,468,42.331,-23.759,39.509,37.624,703.61,705.353
1068470038,"b",437,437,385,385,469,473,469,473,42.315,-23.765,39.495,37.582,703.351,705.001
1068470040,"b",439,439,384,384,466,469,466,469,42.299,-23.81,39.48,37.578,703.093,704.863
1068470042,"b",440,440,384,384,465,467,465,467,42.264,-23.806,39.454,37.571,702.962,704.729
1068470044,"b",442,442,384,384,462,470,462,470,42.256,-23.803,39.447,37.563,702.836,704.601
1068470046,"b",443,443,385,385,472,472,472,472,42.249,-23.802,39.44,37.557,702.707,704.477
1068470048,"b",448,448,386,386,473,465,473,465,42.241,-23.859,39.433,37.561,702.582,704.616
1068470050,"b",449,449,386,386,472,468,472,468,42.233,-23.863,39.426,37.569,702.467,704.752
1068470052,"b",450,450,386,386,473,466,473,466,42.226,-23.868,39.42,37.577,702.354,704.887
1068470054,"b",454,454,387,387,474,465,474,465,42.219,-23.897,39.414,37.564,702.243,705.135
1068470056,"b",457,457,389,389,473,464,473,464,42.213,-23.905,39.408,37.578,702.132,705.384
1068470058,"b",458,458,390,390,474,464,474,464,42.205,-23.914,39.402,37.591,702.03,705.633
1068470060,"b",459,459,391,391,473,468,473,468,42.199,-23.923,39.396,37.604,701.93,705.883
1068470062,"b",461,461,392,392,482,465,482,465,42.193,-23.931,39.391,37.617,701.834,706.131
1068470064,"b",461,461,393,393,473,463,473,463,42.187,-23.939,39.385,37.63,701.742,706.378
1068470066,"b",461,461,394,394,468,470,468,470,42.181,-23.947,39.38,37.644,701.65,706.622
1068470068,"b",460,460,395,395,466,467,466,467,42.156,-23.955,39.402,37.656,701.696,706.864
1068470070,"b",459,459,393,393,471,474,471,474,42.159,-23.963,39.404,37.67,701.738,707.104
1068470072,"b",455,455,394,394,468,474,468,474,42.181,-23.971,39.38,37.682,701.647,707.343
1068470074,"b",454,454,394,394,481,476,481,476,42.156,-23.979,39.401,37.695,701.694,707.579
1068470076,"b",453,453,394,394,479,471,479,471,42.158,-23.987,39.404,37.707,701.745,707.812
1068470078,"b",451,451,393,393,480,470,480,470,42.162,-23.994,39.407,37.72,701.79,708.043
1068470080,"b",449,449,392,392,469,479,469,479,42.164,-24.002,39.409,37.732,701.841,708.272
1068470082,"b",447,447,391,391,477,471,477,471,42.167,-24.01,39.412,37.744,701.89,708.499
1068470084,"b",445,445,391,391,472,476,472,476,42.17,-24.017,39.415,37.756,701.939,708.723
1068470086,"b",443,443,389,389,468,478,468,478,42.173,-24.024,39.417,37.768,701.992,708.946
1068470088,"b",443,443,388,388,473,472,473,472,42.176,-24.032,39.42,37.78,702.042,709.167
1068470090,"b",440,440,386,386,478,477,478,477,42.179,-24.039,39.423,37.791,702.092,709.385
1068470092,"b",440,440,386,386,476,477,476,477,42.182,-24.046,39.426,37.803,702.141,709.601
1068470094,"b",441,441,386,386,480,474,480,474,42.157,-24.053,39.426,37.814,702.419,709.815
1068470096,"b",441,441,386,386,482,475,482,475,42.173,-24.06,39.441,37.826,702.694,710.027
1068470098,"b",439,439,385,385,478,478,478,478,42.218,-24.067,39.46,37.837,702.741,710.237
1068470100,"b",439,439,385,385,483,477,483,477,42.192,-24.074,39.459,37.848,703.013,710.445
1068470102,"b",439,439,386,386,480,474,480,474,42.208,-24.081,39.474,37.859,703.282,710.65
1068470104,"b",440,440,385,385,478,477,478,477,42.225,-24.088,39.489,37.87,703.549,710.851
1068470106,"b",440,440,386,386,477,473,477,473,42.241,-24.095,39.504,37.881,703.814,711.051
1068470108,"b",440,440,386,386,475,476,475,476,42.256,-24.101,39.518,37.891,704.076,711.249
1068470110,"b",439,439,386,386,474,477,474,477,42.272,-24.109,39.533,37.902,704.335,711.439
1068470112,"b",438,438,385,385,478,475,478,475,42.287,-24.114,39.548,37.912,704.592,711.63
1068470114,"b",437,437,385,385,482,476,482,476,42.303,-24.121,39.562,37.921,704.846,711.814
1068470116,"b",435,435,385,385,474,477,474,477,42.318,-24.128,39.576,37.931,705.098,711.994
1068470118,"b",433,433,386,386,478,477,478,477,42.333,-24.134,39.59,37.94,705.348,712.171
1068470120,"b",432,432,384,384,481,482,481,482,42.348,-24.14,39.604,37.95,705.594,712.345
1068470122,"b",430,430,383,383,480,478,480,478,42.363,-24.146,39.618,37.959,705.84,712.513
1068470124,"b",427,427,382,382,479,484,479,484,42.377,-24.152,39.631,37.967,706.082,712.679
1068470126,"b",424,424,382,382,479,486,479,486,42.392,-24.157,39.645,37.976,706.322,712.843
1068470128,"b",423,423,381,381,479,481,479,481,42.406,-24.181,39.659,37.958,706.56,712.884
1068470130,"b",421,421,381,381,478,478,478,478,42.42,-24.164,39.672,37.987,706.795,713.047
1068470132,"b",420,420,381,381,476,483,476,483,42.434,-24.188,39.685,37.97,707.028,713.085
1068470134,"b",419,419,381,381,481,484,481,484,42.448,-24.189,39.698,37.972,707.26,713.127
1068470136,"b",418,418,380,380,483,480,483,480,42.462,-24.19,39.711,37.975,707.49,713.168
1068470138,"b",417,417,380,380,479,478,479,478,42.475,-24.191,39.724,37.978,707.716,713.212
1068470140,"b",417,417,378,378,481,484,481,484,42.489,-24.191,39.737,37.981,707.94,713.265
1068470142,"b",416,416,376,376,482,485,482,485,42.53,-24.176,39.722,38.008,707.935,713.436
1068470144,"b",420,420,375,375,481,476,481,476,42.53,-24.182,39.722,38.019,707.92,713.611
1068470146,"b",438,438,372,372,486,482,486,482,42.529,-24.189,39.691,38.029,707.901,713.787
1068470148,"b",454,454,364,364,481,484,481,484,42.549,-24.171,39.701,38.012,707.734,713.846
1068470150,"b",482,482,357,357,481,484,481,484,42.597,-24.179,39.69,38.02,707.781,713.926
1068470152,"b",490,490,355,355,479,479,479,479,42.656,-24.181,39.665,38.027,707.49,714.007
1068470154,"b",491,491,355,355,482,482,482,482,42.638,-24.053,39.649,37.999,707.205,713.549
1068470156,"b",499,499,354,354,483,488,483,488,42.622,-24.023,39.665,37.959,706.924,713.178
1068470158,"b",498,498,351,351,484,491,484,491,42.644,-24.013,39.67,37.938,706.788,712.817
1068470160,"b",502,502,355,355,489,488,489,488,42.673,-23.999,39.659,37.917,706.796,712.462
1068470162,"b",502,502,356,356,492,485,492,485,42.674,-23.987,39.66,37.898,706.806,712.123
1068470164,"b",502,502,361,361,485,485,485,485,42.675,-23.975,39.661,37.881,706.818,711.79
1068470166,"b",503,503,363,363,491,486,491,486,42.675,-23.963,39.661,37.864,706.827,711.463
1068470168,"b",504,504,369,369,487,482,487,482,42.675,-23.953,39.661,37.846,706.834,711.135
1068470170,"b",505,505,368,368,485,483,485,483,42.675,-23.941,39.662,37.828,706.839,710.805
1068470172,"b",505,505,372,372,484,480,484,480,42.675,-23.931,39.662,37.811,706.841,710.48
1068470174,"b",505,505,370,370,485,485,485,485,42.675,-23.937,39.662,37.807,706.844,710.08
1068470176,"b",505,505,373,373,484,482,484,482,42.676,-23.923,39.662,37.786,706.848,709.679
1068470178,"b",505,505,374,374,484,486,484,486,42.674,-23.909,39.662,37.765,706.846,709.276
1068470180,"b",506,506,375,375,491,485,491,485,42.676,-23.895,39.663,37.743,706.849,708.868
1068470182,"b",505,505,374,374,491,483,491,483,42.676,-23.866,39.663,37.71,706.851,708.539
1068470184,"b",505,505,375,375,482,484,482,484,42.674,-23.854,39.662,37.693,706.847,708.208
1068470186,"b",506,506,373,373,483,486,483,486,42.641,-23.843,39.634,37.676,706.717,707.879
1068470188,"b",504,504,370,370,485,487,485,487,42.667,-23.833,39.656,37.659,706.718,707.557
1068470190,"b",504,504,370,370,484,485,484,485,42.629,-23.821,39.626,37.643,706.576,707.233
1068470192,"b",507,507,370,370,482,493,482,493,42.622,-23.871,39.618,37.621,706.441,707.154
1068470194,"b",507,507,369,369,489,491,489,491,42.614,-23.87,39.611,37.617,706.307,707.084
1068470196,"b",511,511,371,371,478,483,478,483,42.594,-23.867,39.563,37.613,706.249,707.013
1068470198,"b",511,511,374,374,484,491,484,491,42.59,-23.866,39.559,37.61,706.188,706.954
1068470200,"b",517,517,372,372,489,492,489,492,42.566,-23.944,39.564,37.655,706.258,707.092
1068470202,"b",523,523,371,371,483,486,483,486,42.512,-23.949,39.609,37.659,706.336,707.225
1068470204,"b",527,527,373,373,489,486,489,486,42.514,-23.977,39.634,37.69,706.405,707.459
1068470206,"b",523,523,375,375,486,485,486,485,42.46,-23.983,39.639,37.702,706.246,707.686
1068470208,"b",516,516,382,382,488,488,488,488,42.45,-23.99,39.63,37.713,706.098,707.911
1068470210,"b",513,513,391,391,492,490,492,490,42.441,-23.997,39.621,37.724,705.958,708.136
1068470212,"b",508,508,405,405,491,490,491,490,42.384,-24.004,39.637,37.735,706.199,708.358
1068470214,"b",496,496,431,431,492,489,492,489,42.399,-24.012,39.65,37.746,706.438,708.573
1068470216,"b",487,487,452,452,481,484,481,484,42.414,-24.021,39.663,37.758,706.676,708.777
1068470218,"b",478,478,465,465,486,487,486,487,42.429,-24.043,39.676,37.786,706.913,708.878
1068470220,"b",480,480,477,477,482,481,482,481,42.39,-24.046,39.69,37.79,706.924,708.977
1068470222,"b",473,473,472,472,482,485,482,485,42.391,-24.049,39.79,37.794,706.943,709.072
1068470224,"b",477,477,477,477,487,483,487,483,42.39,-24.052,39.792,37.798,706.956,709.163
