"smi_time","smi_type","smi_sxl","smi_sxr","smi_syl","smi_syr","smi_dxl","smi_dxr","smi_dyl","smi_dyr","smi_exl","smi_exr","smi_eyl","smi_eyr","smi_ezl","smi_ezr"
1068467747,"b",843,843,543,543,426,435,426,435,42.295,-24.822,40.553,38.37,711.468,712.136
1068467749,"b",842,842,542,542,433,431,433,431,42.296,-24.822,40.577,38.37,711.485,712.12
1068467751,"b",842,842,542,542,434,429,434,429,42.297,-24.821,40.555,38.369,711.501,712.104
1068467753,"b",842,842,542,542,433,435,433,435,42.298,-24.82,40.578,38.368,711.518,712.09
1068467755,"b",842,842,542,542,431,434,431,434,42.299,-24.82,40.579,38.367,711.535,712.076
1068467757,"b",843,843,541,541,438,433,438,433,42.3,-24.819,40.58,38.367,711.552,712.065
1068467759,"b",844,844,541,541,430,432,430,432,42.301,-24.819,40.582,38.366,711.568,712.057
1068467761,"b",843,843,541,541,433,436,433,436,42.302,-24.819,40.582,38.366,711.584,712.042
1068467763,"b",843,843,539,539,429,436,429,436,42.303,-24.793,40.583,38.388,711.6,711.922
1068467765,"b",843,843,538,538,434,433,434,433,42.305,-24.772,40.585,38.425,711.617,711.733
1068467767,"b",843,843,537,537,435,431,435,431,42.306,-24.765,40.586,38.415,711.636,711.548
1068467769,"b",842,842,536,536,435,434,435,434,42.307,-24.758,40.587,38.405,711.653,711.365
1068467771,"b",842,842,535,535,434,438,434,438,42.308,-24.752,40.588,38.395,711.67,711.186
1068467773,"b",842,842,534,534,435,432,435,432,42.311,-24.746,40.59,38.386,711.694,711.009
1068467775,"b",841,841,532,532,434,436,434,436,42.313,-24.692,40.592,38.422,711.718,711.123
1068467777,"b",840,840,530,530,438,433,438,433,42.315,-24.696,40.593,38.429,711.744,711.236
1068467779,"b",839,839,531,531,435,433,435,433,42.316,-24.701,40.594,38.435,711.768,711.345
1068467781,"b",838,838,528,528,438,432,438,432,42.319,-24.692,40.597,38.491,711.796,711.541
1068467783,"b",838,838,525,525,437,433,437,433,42.333,-24.699,40.619,38.501,711.74,711.735
1068467785,"b",836,836,522,522,439,433,439,433,42.366,-24.706,40.645,38.512,711.821,711.927
1068467787,"b",837,837,521,521,435,431,435,431,42.371,-24.713,40.649,38.522,711.9,712.117
1068467789,"b",837,837,520,520,438,433,438,433,42.391,-24.72,40.648,38.532,711.863,712.306
1068467791,"b",837,837,520,520,435,433,435,433,42.403,-24.727,40.64,38.541,711.732,712.492
1068467793,"b",838,838,520,520,440,438,440,438,42.396,-24.734,40.632,38.551,711.601,712.675
1068467795,"b",839,839,518,518,439,442,439,442,42.388,-24.74,40.625,38.561,711.473,712.857
1068467797,"b",841,841,518,518,442,440,442,440,42.383,-24.747,40.617,38.57,711.35,713.037
1068467799,"b",844,844,519,519,439,438,439,438,42.401,-24.754,40.642,38.58,711.319,713.215
1068467801,"b",845,845,518,518,439,439,439,439,42.4,-24.76,40.64,38.589,711.292,713.391
1068467803,"b",849,849,518,518,440,443,440,443,42.399,-24.766,40.639,38.598,711.267,713.564
1068467805,"b",853,853,518,518,442,443,442,443,42.398,-24.773,40.637,38.607,711.241,713.735
1068467807,"b",855,855,520,520,442,441,442,441,42.424,-24.778,40.643,38.616,711.323,713.904
1068467809,"b",857,857,521,521,444,442,444,442,42.444,-24.784,40.627,38.625,711.464,714.067
1068467811,"b",858,858,522,522,437,441,437,441,42.471,-24.787,40.594,38.634,711.297,714.217
1068467813,"b",860,860,525,525,437,441,437,441,42.476,-24.793,40.564,38.641,711.187,714.368
1068467815,"b",859,859,526,526,435,443,435,443,42.469,-24.713,40.557,38.622,711.075,714.147
1068467817,"b",857,857,530,530,441,436,441,436,42.499,-24.706,40.557,38.609,711.099,713.927
1068467819,"b",856,856,531,531,437,440,437,440,42.502,-24.698,40.559,38.597,711.126,713.71
1068467821,"b",853,853,529,529,438,436,438,436,42.504,-24.633,40.56,38.604,711.146,713.278
1068467823,"b",850,850,533,533,434,435,434,435,42.507,-24.593,40.561,38.554,711.164,712.766
1068467825,"b",847,847,534,534,442,436,442,436,42.508,-24.574,40.562,38.526,711.179,712.255
1068467827,"b",843,843,536,536,435,438,435,438,42.51,-24.518,40.563,38.525,711.19,711.938
1068467829,"b",841,841,536,536,440,434,440,434,42.53,-24.504,40.576,38.509,711.062,711.637
1068467831,"b",833,833,537,537,436,436,436,436,42.524,-24.43,40.57,38.522,710.939,711.716
1068467833,"b",832,832,539,539,436,435,436,435,42.517,-24.433,40.562,38.526,710.816,711.791
1068467835,"b",831,831,538,538,439,435,439,435,42.51,-24.435,40.556,38.53,710.695,711.866
1068467837,"b",827,827,540,540,442,442,442,442,42.541,-24.419,40.537,38.515,710.724,712.048
1068467839,"b",825,825,539,539,446,443,446,443,42.545,-24.425,40.539,38.524,710.761,712.227
1068467841,"b",823,823,539,539,447,440,447,440,42.561,-24.431,40.562,38.533,710.714,712.409
1068467843,"b",822,822,541,541,443,443,443,443,42.559,-24.437,40.56,38.543,710.669,712.593
1068467845,"b",822,822,541,541,447,441,447,441,42.558,-24.443,40.558,38.553,710.625,712.776
1068467847,"b",822,822,541,541,446,441,446,441,42.59,-24.45,40.583,38.562,710.718,712.958
1068467849,"b",822,822,542,542,447,442,447,442,42.596,-24.457,40.589,38.572,710.807,713.139
1068467851,"b",823,823,542,542,450,443,450,443,42.602,-24.463,40.594,38.582,710.897,713.319
1068467853,"b",826,826,543,543,448,440,448,440,42.623,-24.47,40.592,38.591,710.869,713.496
1068467855,"b",829,829,542,542,448,444,448,444,42.621,-24.477,40.591,38.601,710.842,713.671
1068467857,"b",831,831,543,543,450,447,450,447,42.634,-24.483,40.583,38.61,710.72,713.843
1068467859,"b",834,834,542,542,451,446,451,446,42.628,-24.488,40.575,38.619,710.601,714.009
1068467861,"b",838,838,541,541,455,443,455,443,42.623,-24.493,40.568,38.628,710.489,714.166
1068467863,"b",838,838,540,540,456,448,456,448,42.641,-24.498,40.593,38.636,710.466,714.316
1068467865,"b",840,840,540,540,454,443,454,443,42.683,-24.503,40.577,38.644,710.618,714.465
1068467867,"b",842,842,538,538,453,448,453,448,42.693,-24.485,40.586,38.67,710.765,714.504
1068467869,"b",842,842,538,538,456,446,456,446,42.715,-24.487,40.562,38.672,710.806,714.542
1068467871,"b",844,844,539,539,450,448,450,448,42.737,-24.489,40.536,38.674,710.703,714.581
1068467873,"b",843,843,538,538,447,449,447,449,42.731,-24.433,40.529,38.661,710.595,714.372
1068467875,"b",843,843,537,537,453,451,453,451,42.725,-24.424,40.523,38.649,710.486,714.159
1068467877,"b",842,842,537,537,448,447,448,447,42.719,-24.412,40.516,38.639,710.372,713.943
1068467879,"b",842,842,537,537,450,452,450,452,42.747,-24.404,40.517,38.628,710.397,713.719
1068467881,"b",839,839,535,535,450,453,450,453,42.75,-24.339,40.517,38.604,710.42,713.281
1068467883,"b",836,836,533,533,453,454,453,454,42.753,-24.287,40.519,38.607,710.446,713.035
1068467885,"b",833,833,534,534,449,449,449,449,42.755,-24.255,40.52,38.607,710.471,712.928
1068467887,"b",833,833,532,532,449,447,449,447,42.758,-24.25,40.522,38.601,710.489,712.835
1068467889,"b",831,831,532,532,448,456,448,456,42.759,-24.246,40.523,38.597,710.507,712.746
1068467891,"b",831,831,529,529,454,454,454,454,42.78,-24.242,40.537,38.595,710.385,712.664
1068467893,"b",831,831,528,528,452,453,452,453,42.773,-24.238,40.53,38.59,710.263,712.588
1068467895,"b",829,829,527,527,451,455,451,455,42.804,-24.214,40.51,38.559,710.293,712.424
1068467897,"b",830,830,527,527,451,452,451,452,42.806,-24.208,40.512,38.553,710.323,712.266
1068467899,"b",829,829,527,527,448,454,448,454,42.81,-24.201,40.514,38.542,710.357,712.103
1068467901,"b",828,828,527,527,447,450,447,450,42.813,-24.156,40.516,38.545,710.395,712.178
1068467903,"b",829,829,528,528,450,453,450,453,42.816,-24.159,40.519,38.549,710.434,712.252
1068467905,"b",828,828,530,530,451,449,451,449,42.819,-24.16,40.521,38.552,710.474,712.316
1068467907,"b",829,829,531,531,455,452,455,452,42.822,-24.145,40.524,38.537,710.517,712.496
1068467909,"b",830,830,533,533,451,454,451,454,42.826,-24.15,40.527,38.546,710.564,712.671
1068467911,"b",831,831,534,534,453,449,453,449,42.829,-24.156,40.529,38.555,710.608,712.848
1068467913,"b",831,831,536,536,451,453,451,453,42.868,-24.162,40.559,38.565,710.795,713.03
1068467915,"b",831,831,537,537,453,452,453,452,42.906,-24.167,40.557,38.575,710.762,713.202
1068467917,"b",833,833,538,538,458,453,458,453,42.904,-24.173,40.555,38.584,710.728,713.371
1068467919,"b",834,834,539,539,460,450,460,450,42.902,-24.178,40.553,38.593,710.698,713.531
1068467921,"b",835,835,539,539,459,450,459,450,42.902,-24.161,40.552,38.619,710.671,713.584
1068467923,"b",837,837,539,539,461,453,461,453,42.902,-24.163,40.55,38.621,710.654,713.635
1068467925,"b",837,837,539,539,455,454,455,454,42.929,-24.165,40.511,38.623,710.452,713.685
1068467927,"b",837,837,539,539,463,449,463,449,42.968,-24.167,40.496,38.626,710.444,713.733
1068467929,"b",837,837,540,540,458,454,458,454,42.968,-24.169,40.495,38.629,710.426,713.785
1068467931,"b",839,839,540,540,455,451,455,451,42.968,-24.17,40.494,38.632,710.403,713.841
1068467933,"b",840,840,540,540,459,450,459,450,42.966,-24.171,40.492,38.636,710.378,713.901
1068467935,"b",838,838,541,541,459,450,459,450,42.985,-24.104,40.461,38.67,710.211,713.776
1068467937,"b",838,838,540,540,460,454,460,454,42.975,-24.081,40.452,38.693,710.043,713.75
1068467939,"b",837,837,540,540,453,453,453,453,42.965,-24.078,40.441,38.693,709.87,713.71
1068467941,"b",835,835,539,539,459,455,459,455,42.955,-24.043,40.431,38.701,709.694,713.868
1068467943,"b",835,835,539,539,456,459,456,459,42.944,-24.047,40.421,38.711,709.516,714.021
1068467945,"b",832,832,538,538,459,460,459,460,42.934,-23.995,40.411,38.707,709.34,713.917
1068467947,"b",831,831,537,537,457,458,457,458,42.976,-23.992,40.456,38.701,709.368,713.813
1068467949,"b",829,829,534,534,457,455,457,455,42.979,-23.988,40.458,38.697,709.401,713.713
1068467951,"b",830,830,532,532,460,461,460,461,42.984,-23.985,40.435,38.691,709.441,713.613
1068467953,"b",830,830,529,529,458,462,458,462,42.988,-23.982,40.438,38.686,709.479,713.514
1068467955,"b",829,829,529,529,451,458,451,458,43.027,-23.979,40.429,38.681,709.665,713.416
1068467957,"b",830,830,529,529,450,458,450,458,43.04,-23.976,40.439,38.676,709.85,713.32
1068467959,"b",830,830,526,526,456,462,456,462,43.07,-23.972,40.462,38.671,709.883,713.226
1068467961,"b",830,830,525,525,454,459,454,459,43.072,-23.969,40.464,38.665,709.914,713.134
1068467963,"b",831,831,525,525,453,458,453,458,43.076,-23.966,40.466,38.661,709.949,713.045
1068467965,"b",833,833,525,525,454,457,454,457,43.078,-23.961,40.468,38.609,709.983,712.969
1068467967,"b",834,834,524,524,454,458,454,458,43.08,-23.938,40.47,38.624,710.017,712.795
1068467969,"b",835,835,525,525,461,457,461,457,43.082,-23.93,40.448,38.569,710.057,712.628
1068467971,"b",837,837,528,528,458,457,458,457,43.085,-23.923,40.45,38.561,710.097,712.463
1068467973,"b",839,839,530,530,461,453,461,453,43.09,-23.878,40.452,38.563,710.135,712.532
1068467975,"b",840,840,532,532,458,454,458,454,43.093,-23.879,40.454,38.566,710.174,712.593
1068467977,"b",839,839,533,533,456,457,456,457,43.126,-23.862,40.428,38.551,710.003,712.761
1068467979,"b",839,839,535,535,459,450,459,450,43.116,-23.867,40.419,38.559,709.839,712.925
1068467981,"b",840,840,537,537,457,452,457,452,43.108,-23.871,40.411,38.568,709.685,713.084
1068467983,"b",838,838,538,538,458,453,458,453,43.189,-23.854,40.423,38.594,709.889,713.141
1068467985,"b",839,839,540,540,457,452,457,452,43.147,-23.857,40.409,38.597,709.877,713.198
1068467987,"b",837,837,540,540,462,455,462,455,43.199,-23.859,40.434,38.6,710.078,713.253
1068467989,"b",837,837,541,541,459,456,459,456,43.211,-23.861,40.446,38.602,710.279,713.306
1068467991,"b",837,837,542,542,458,458,458,458,43.222,-23.862,40.457,38.606,710.476,713.363
1068467993,"b",836,836,542,542,460,456,460,456,43.234,-23.865,40.468,38.608,710.672,713.419
1068467995,"b",835,835,542,542,461,453,461,453,43.257,-23.855,40.43,38.662,710.77,713.55
1068467997,"b",834,834,541,541,460,457,460,457,43.262,-23.859,40.435,38.67,710.866,713.684
1068467999,"b",832,832,540,540,455,455,455,455,43.283,-23.805,40.436,38.711,710.846,713.558
1068468001,"b",832,832,537,537,456,454,456,454,43.282,-23.783,40.435,38.736,710.823,713.54
1068468003,"b",828,828,535,535,453,451,453,451,43.302,-23.751,40.442,38.745,710.648,713.726
1068468005,"b",829,829,534,534,458,451,458,451,43.292,-23.757,40.432,38.755,710.47,713.91
1068468007,"b",827,827,531,531,456,454,456,454,43.281,-23.763,40.422,38.765,710.29,714.092
1068468009,"b",828,828,530,530,457,457,457,457,43.271,-23.769,40.412,38.775,710.108,714.272
1068468011,"b",827,827,529,529,457,456,457,456,43.259,-23.774,40.402,38.784,709.925,714.444
1068468013,"b",828,828,527,527,457,457,457,457,43.249,-23.779,40.391,38.793,709.745,714.615
1068468015,"b",830,830,525,525,455,458,455,458,43.237,-23.785,40.381,38.803,709.564,714.782
1068468017,"b",830,830,524,524,457,458,457,458,43.226,-23.79,40.37,38.811,709.384,714.947
1068468019,"b",830,830,523,523,456,456,456,456,43.215,-23.747,40.361,38.809,709.206,714.888
1068468021,"b",832,832,523,523,457,454,457,454,43.205,-23.746,40.351,38.806,709.028,714.833
1068468023,"b",833,833,524,524,457,456,457,456,43.25,-23.743,40.31,38.802,709.066,714.776
1068468025,"b",835,835,525,525,458,454,458,454,43.253,-23.741,40.342,38.799,709.104,714.721
1068468027,"b",836,836,524,524,462,452,462,452,43.293,-23.741,40.385,38.797,709.298,714.669
1068468029,"b",837,837,526,526,454,457,454,457,43.305,-23.726,40.374,38.743,709.483,714.563
1068468031,"b",838,838,526,526,454,455,454,455,43.317,-23.722,40.406,38.737,709.669,714.458
1068468033,"b",839,839,527,527,459,456,459,456,43.329,-23.719,40.374,38.732,709.853,714.355
1068468035,"b",839,839,529,529,457,452,457,452,43.341,-23.715,40.407,38.726,710.035,714.254
1068468037,"b",839,839,529,529,458,455,458,455,43.352,-23.712,40.417,38.721,710.213,714.154
1068468039,"b",840,840,531,531,458,454,458,454,43.363,-23.708,40.405,38.716,710.385,714.059
1068468041,"b",841,841,531,531,459,456,459,456,43.374,-23.705,40.437,38.71,710.556,713.963
1068468043,"b",841,841,532,532,461,454,461,454,43.385,-23.702,40.424,38.706,710.723,713.871
1068468045,"b",842,842,532,532,454,451,454,451,43.41,-23.699,40.425,38.7,710.764,713.779
1068468047,"b",843,843,531,531,456,456,456,456,43.417,-23.695,40.467,38.696,710.783,713.686
1068468049,"b",843,843,534,534,455,450,455,450,43.437,-23.692,40.399,38.691,710.665,713.598
1068468051,"b",843,843,535,535,454,455,454,455,43.43,-23.667,40.392,38.657,710.548,713.417
1068468053,"b",844,844,536,536,455,451,455,451,43.424,-23.659,40.386,38.647,710.432,713.23
1068468055,"b",842,842,535,535,455,450,455,450,43.428,-23.621,40.418,38.646,710.242,713.221
1068468057,"b",842,842,535,535,454,452,454,452,43.417,-23.652,40.408,38.637,710.056,713.036
1068468059,"b",841,841,537,537,458,450,458,450,43.406,-23.604,40.397,38.593,709.873,713.09
1068468061,"b",840,840,538,538,459,448,459,448,43.395,-23.605,40.387,38.595,709.695,713.14
1068468063,"b",839,839,539,539,455,449,455,449,43.385,-23.607,40.377,38.598,709.52,713.186
1068468065,"b",837,837,540,540,455,451,455,451,43.412,-23.585,40.358,38.618,709.489,713.126
1068468067,"b",836,836,542,542,456,455,456,455,43.399,-23.583,40.317,38.614,709.541,713.068
1068468069,"b",834,834,543,543,457,447,457,447,43.413,-23.581,40.359,38.611,709.51,713.008
1068468071,"b",833,833,544,544,455,449,455,449,43.412,-23.561,40.358,38.589,709.484,713.056
1068468073,"b",832,832,544,544,457,450,457,450,43.411,-23.563,40.357,38.592,709.462,713.105
1068468075,"b",830,830,547,547,457,450,457,450,43.419,-23.564,40.307,38.594,709.364,713.155
1068468077,"b",830,830,548,548,452,449,452,449,43.404,-23.566,40.351,38.597,709.349,713.206
1068468079,"b",829,829,551,551,450,447,450,447,43.414,-23.567,40.3,38.6,709.253,713.261
1068468081,"b",829,829,552,552,452,449,452,449,43.408,-23.569,40.295,38.602,709.162,713.314
1068468083,"b",829,829,553,553,454,448,454,448,43.402,-23.571,40.289,38.605,709.069,713.368
1068468085,"b",828,828,555,555,450,450,450,450,43.398,-23.573,40.284,38.608,708.981,713.42
1068468087,"b",829,829,556,556,458,445,458,445,43.393,-23.574,40.279,38.61,708.891,713.472
1068468089,"b",830,830,556,556,454,453,454,453,43.388,-23.576,40.275,38.614,708.807,713.524
1068468091,"b",831,831,558,558,451,447,451,447,43.383,-23.577,40.27,38.617,708.722,713.581
1068468093,"b",831,831,559,559,446,446,446,446,43.378,-23.58,40.265,38.62,708.638,713.633
1068468095,"b",832,832,560,560,448,449,448,449,43.374,-23.581,40.261,38.623,708.558,713.69
1068468097,"b",833,833,560,560,453,447,453,447,43.369,-23.583,40.255,38.626,708.476,713.744
1068468099,"b",834,834,561,561,452,452,452,452,43.365,-23.585,40.251,38.628,708.4,713.796
1068468101,"b",835,835,560,560,454,451,454,451,43.36,-23.586,40.248,38.631,708.327,713.849
1068468103,"b",836,836,561,561,459,449,459,449,43.386,-23.588,40.248,38.635,708.367,713.903
1068468105,"b",837,837,561,561,452,454,452,454,43.359,-23.59,40.245,38.637,708.293,713.955
1068468107,"b",838,838,562,562,450,451,450,451,43.353,-23.592,40.241,38.64,708.216,714.008
1068468109,"b",838,838,561,561,455,448,455,448,43.349,-23.594,40.238,38.642,708.146,714.06
1068468111,"b",836,836,560,560,451,457,451,457,43.375,-23.584,40.238,38.696,708.187,714.185
1068468113,"b",835,835,555,555,451,452,451,452,43.377,-23.572,40.241,38.747,708.23,714.236
1068468115,"b",836,836,557,557,444,449,444,449,43.35,-23.59,40.238,38.705,708.16,714.358
1068468117,"b",835,835,553,553,450,453,450,453,43.396,-23.594,40.288,38.711,708.284,714.48
1068468119,"b",833,833,547,547,454,451,454,451,43.403,-23.582,40.295,38.764,708.407,714.529
1068468121,"b",833,833,549,549,453,452,453,452,43.411,-23.599,40.302,38.722,708.53,714.652
1068468123,"b",832,832,548,548,452,456,452,456,43.418,-23.603,40.309,38.728,708.651,714.773
1068468125,"b",831,831,544,544,454,451,454,451,43.425,-23.591,40.316,38.78,708.77,714.821
1068468127,"b",830,830,543,543,451,449,451,449,43.432,-23.593,40.323,38.783,708.89,714.872
1068468129,"b",828,828,540,540,455,451,455,451,43.44,-23.594,40.329,38.786,709.008,714.92
1068468131,"b",829,829,538,538,453,451,453,451,43.447,-23.596,40.336,38.789,709.124,714.969
1068468133,"b",828,828,539,539,454,451,454,451,43.454,-23.598,40.342,38.792,709.239,715.018
1068468135,"b",830,830,539,539,452,451,452,451,43.461,-23.599,40.349,38.795,709.353,715.068
1068468137,"b",827,827,538,538,451,445,451,445,43.467,-23.541,40.356,38.818,709.468,715.048
1068468139,"b",827,827,537,537,454,453,454,453,43.474,-23.558,40.362,38.785,709.579,714.913
1068468141,"b",828,828,537,537,450,453,450,453,43.481,-23.578,40.368,38.821,709.689,715.085
1068468143,"b",825,825,536,536,451,452,451,452,43.502,-23.511,40.37,38.829,709.682,715.252
1068468145,"b",826,826,535,535,449,445,449,445,43.503,-23.515,40.397,38.838,709.663,715.421
1068468147,"b",828,828,533,533,461,449,461,449,43.521,-23.519,40.398,38.847,709.502,715.579
1068468149,"b",830,830,534,534,452,445,452,445,43.513,-23.477,40.388,38.844,709.329,715.516
1068468151,"b",840,840,534,534,452,447,452,447,43.503,-23.476,40.378,38.841,709.148,715.461
1068468153,"b",871,871,536,536,451,450,451,450,43.493,-23.474,40.369,38.838,708.958,715.416
1068468155,"b",875,875,534,534,453,453,453,453,43.502,-23.422,40.371,38.9,708.653,715.492
1068468157,"b",877,877,533,533,456,453,456,453,43.578,-23.382,40.371,38.894,708.697,715.365
1068468159,"b",885,885,537,537,453,446,453,446,43.584,-23.345,40.374,38.781,708.744,715.221
1068468161,"b",881,881,536,536,453,450,453,450,43.618,-23.294,40.348,38.839,708.586,715.385
1068468163,"b",895,895,537,537,457,449,457,449,43.612,-23.301,40.341,38.847,708.445,715.551
1068468165,"b",896,896,537,537,458,453,458,453,43.692,-23.264,40.354,38.844,708.663,715.517
1068468167,"b",904,904,539,539,451,452,451,452,43.705,-23.233,40.366,38.852,708.88,715.675
1068468169,"b",912,912,539,539,458,449,458,449,43.717,-23.236,40.378,38.86,709.094,715.829
1068468171,"b",914,914,540,540,456,449,456,449,43.73,-23.192,40.39,38.857,709.306,715.757
1068468173,"b",921,921,540,540,456,451,456,451,43.742,-23.19,40.403,38.853,709.517,715.688
1068468175,"b",926,926,540,540,454,452,454,452,43.755,-23.188,40.414,38.85,709.725,715.623
1068468177,"b",933,933,542,542,456,448,456,448,43.768,-23.187,40.426,38.846,709.932,715.559
1068468179,"b",937,937,542,542,453,450,453,450,43.78,-23.185,40.438,38.842,710.137,715.498
1068468181,"b",938,938,542,542,455,449,455,449,43.793,-23.183,40.45,38.839,710.34,715.436
1068468183,"b",940,940,542,542,455,448,455,448,43.805,-23.181,40.461,38.836,710.541,715.377
1068468185,"b",941,941,543,543,454,454,454,454,43.817,-23.178,40.473,38.832,710.739,715.316
1068468187,"b",941,941,543,543,455,453,455,453,43.857,-23.176,40.457,38.828,710.712,715.259
1068468189,"b",943,943,543,543,452,451,452,451,43.856,-23.174,40.456,38.825,710.683,715.204
1068468191,"b",944,944,544,544,453,449,453,449,43.854,-23.173,40.425,38.822,710.654,715.155
1068468193,"b",948,948,546,546,454,449,454,449,43.873,-23.158,40.432,38.767,710.479,715.048
1068468195,"b",951,951,549,549,456,451,456,451,43.862,-23.112,40.423,38.729,710.298,715.204
1068468197,"b",954,954,555,555,456,446,456,446,43.873,-23.068,40.372,38.726,710.195,715.13
1068468199,"b",959,959,553,553,461,450,461,450,43.903,-23.029,40.397,38.746,710.211,715.083
1068468201,"b",968,968,555,555,454,451,454,451,43.955,-23.029,40.379,38.745,709.881,715.045
1068468203,"b",978,978,552,552,461,451,461,451,43.973,-22.976,40.388,38.785,709.695,714.908
1068468205,"b",987,987,552,552,456,444,456,444,44,-22.922,40.367,38.818,709.658,715.074
1068468207,"b",1003,1003,549,549,454,448,454,448,44.001,-22.926,40.367,38.827,709.64,715.236
1068468209,"b",1013,1013,545,545,457,453,457,453,44.001,-22.879,40.367,38.823,709.631,715.161
1068468211,"b",1014,1014,547,547,454,449,454,449,44.044,-22.878,40.323,38.818,709.667,715.092
1068468213,"b",1018,1018,546,546,455,449,455,449,44.046,-22.876,40.324,38.814,709.699,715.024
1068468215,"b",1021,1021,545,545,455,448,455,448,44.068,-22.876,40.376,38.759,709.811,714.956
1068468217,"b",1023,1023,546,546,457,451,457,451,44.056,-22.874,40.332,38.756,709.841,714.889
1068468219,"b",1027,1027,543,543,456,447,456,447,44.057,-22.872,40.333,38.804,709.869,714.83
1068468221,"b",1025,1025,543,543,459,454,459,454,44.059,-22.857,40.335,38.749,709.899,714.717
1068468223,"b",1027,1027,544,544,459,450,459,450,44.081,-22.866,40.314,38.743,710.009,714.65
1068468225,"b",1028,1028,546,546,456,449,456,449,44.103,-22.864,40.315,38.739,710.002,714.584
1068468227,"b",1029,1029,547,547,458,453,458,453,44.102,-22.862,40.315,38.737,709.994,714.519
1068468229,"b",1028,1028,549,549,459,453,459,453,44.102,-22.86,40.314,38.733,709.988,714.453
1068468231,"b",1027,1027,555,555,453,447,453,447,44.102,-22.845,40.314,38.677,709.976,714.336
1068468233,"b",1027,1027,553,553,458,452,458,452,44.102,-22.854,40.314,38.723,709.969,714.273
1068468235,"b",1027,1027,558,558,460,448,460,448,44.102,-22.84,40.313,38.667,709.958,714.159
1068468237,"b",1026,1026,560,560,456,454,456,454,44.1,-22.836,40.312,38.662,709.944,714.047
1068468239,"b",1026,1026,561,561,458,453,458,453,44.1,-22.833,40.311,38.658,709.93,713.937
1068468241,"b",1025,1025,563,563,455,448,455,448,44.1,-22.828,40.309,38.652,709.912,713.831
1068468243,"b",1025,1025,564,564,460,451,460,451,44.119,-22.826,40.339,38.643,709.969,713.722
1068468245,"b",1025,1025,565,565,456,449,456,449,44.103,-22.822,40.311,38.639,709.946,713.614
1068468247,"b",1026,1026,566,566,457,448,457,448,44.101,-22.819,40.309,38.634,709.922,713.508
1068468249,"b",1027,1027,568,568,453,449,453,449,44.099,-22.815,40.308,38.629,709.899,713.404
1068468251,"b",1030,1030,568,568,457,449,457,449,44.099,-22.812,40.307,38.623,709.876,713.302
1068468253,"b",1032,1032,567,567,458,456,458,456,44.097,-22.808,40.306,38.618,709.854,713.202
1068468255,"b",1033,1033,567,567,458,451,458,451,44.095,-22.806,40.304,38.613,709.829,713.1
1068468257,"b",1034,1034,567,567,459,450,459,450,44.094,-22.802,40.303,38.607,709.807,713.003
1068468259,"b",1035,1035,565,565,462,452,462,452,44.092,-22.799,40.301,38.602,709.784,712.903
1068468261,"b",1037,1037,564,564,463,450,463,450,44.091,-22.796,40.3,38.598,709.761,712.807
1068468263,"b",1038,1038,564,564,459,451,459,451,44.089,-22.793,40.299,38.594,709.737,712.708
1068468265,"b",1039,1039,563,563,462,450,462,450,44.087,-22.79,40.297,38.59,709.712,712.612
1068468267,"b",1040,1040,561,561,462,449,462,449,44.086,-22.785,40.296,38.582,709.689,712.523
1068468269,"b",1042,1042,560,560,458,455,458,455,44.085,-22.783,40.294,38.582,709.665,712.434
1068468271,"b",1043,1043,558,558,465,453,465,453,44.083,-22.78,40.293,38.579,709.642,712.343
1068468273,"b",1044,1044,557,557,463,450,463,450,44.082,-22.778,40.291,38.573,709.619,712.253
1068468275,"b",1044,1044,556,556,461,451,461,451,44.081,-22.773,40.29,38.568,709.596,712.173
1068468277,"b",1045,1045,554,554,463,451,463,451,44.079,-22.77,40.288,38.565,709.571,712.094
1068468279,"b",1046,1046,553,553,461,447,461,447,44.078,-22.768,40.286,38.562,709.545,712.018
1068468281,"b",1046,1046,551,551,461,447,461,447,44.076,-22.765,40.284,38.559,709.519,711.942
1068468283,"b",1047,1047,550,550,463,450,463,450,44.075,-22.763,40.282,38.554,709.491,711.869
1068468285,"b",1047,1047,548,548,463,453,463,453,44.073,-22.76,40.281,38.548,709.463,711.794
1068468287,"b",1048,1048,547,547,460,453,460,453,44.072,-22.757,40.279,38.548,709.436,711.726
1068468289,"b",1049,1049,545,545,462,451,462,451,44.07,-22.755,40.277,38.543,709.41,711.659
1068468291,"b",1049,1049,544,544,463,451,463,451,44.068,-22.73,40.275,38.513,709.382,711.503
1068468293,"b",1049,1049,544,544,466,450,466,450,44.067,-22.726,40.273,38.505,709.354,711.348
1068468295,"b",1048,1048,544,544,464,449,464,449,44.083,-22.721,40.237,38.498,709.201,711.192
1068468297,"b",1047,1047,544,544,462,453,462,453,44.104,-22.716,40.234,38.49,709.163,711.041
1068468299,"b",1046,1046,544,544,466,456,466,456,44.102,-22.71,40.231,38.482,709.126,710.888
1068468301,"b",1044,1044,544,544,463,454,463,454,44.1,-22.665,40.229,38.481,709.089,710.979
1068468303,"b",1043,1043,544,544,467,454,467,454,44.067,-22.668,40.221,38.486,708.94,711.068
1068468305,"b",1041,1041,544,544,463,453,463,453,44.088,-22.671,40.219,38.491,708.907,711.159
1068468307,"b",1039,1039,545,545,463,453,463,453,44.086,-22.674,40.217,38.495,708.875,711.248
